,loc,prod,ExportValue,time,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,POPIS,description,relatedness,WorldExport,EUExport,EUTopExporter,EUWorldMarketShare,hhi,euhhi,SVK_WorldMarketShare,SVK_EUMarketShare,PCI_Rank,PCI_Percentile,relatedness_Rank,relatedness_Percentile,export_Rank,export_Percentile
26,SVK,10620,28408.0,2023,892,46,0,1.440183635429462,-2.4332695261946746,0.18043013836599708,1.3388350796716446,-0.33631034642103563,0.07864980378807213,Plazi (včetně hadů a želv),Reptiles: live (including snakes and turtles),0.1804301383659971,67227119.0,17226680.0,DEU,0.2562459950128162,0.06380669395249974,0.24985295336411278,0.0004225675653302948,0.001649069931060425,141.0,2.5151623260792006,2949.0,52.60435247948626,1528.0,27.256510881198714
27,SVK,10631,28878.999999999996,2023,892,23,0,1.440183635429462,0.00951302597129755,0.20222572301792366,1.3388350796716446,0.15220868528734305,0.3282210400622732,Dravci,"Birds: live, birds of prey",0.20222572301792366,16376354.0,12385295.0,DEU,0.7562913576489614,0.12761482543188735,0.2072814422504439,0.0017634572384060577,0.0023317167657290355,1538.0,27.434891188012845,4137.0,73.79593292900464,1534.0,27.363539065287192
28,SVK,10632,84270.0,2023,892,30,0,1.440183635429462,-0.6366613820161292,0.1980462174361038,1.3388350796716446,-0.1489364691264983,0.7346344489612582,"Papouškovití (vč. papoušků, makaů apod)","Birds: live, Psittaciformes",0.19804621743610382,21350261.0,9757741.0,CZE,0.45703146205097916,0.12219301313244876,0.15732798498778697,0.003947024347852234,0.00863622020711556,985.0,17.57046022119158,3943.0,70.33535497681056,1963.0,35.01605422761327
29,SVK,10633,217.0,2023,892,15,0,1.440183635429462,-0.6804329968501724,0.1646433556719322,1.3388350796716446,-0.17291043078075866,0.06578155935877084,"Pštrosi, emuové, živí","Birds: live, ostriches: emus (Dromaius novaehollandiae)",0.1646433556719322,613984.0,131013.0,BEL,0.21338178193568563,0.13653052675582206,0.2998365508440911,0.00035342940532652315,0.001656324181569768,961.0,17.142347484837675,1883.0,33.58901177310025,652.0,11.630396004281128
30,SVK,10639,16773.0,2023,892,42,0,1.440183635429462,-2.602058509675607,0.17739697302962187,1.3388350796716446,-0.4399634164143055,0.07074245294805384,Holubi a ostatní ptáci j.n.,"Birds: live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)",0.17739697302962187,44129816.0,19969574.0,BEL,0.4525188593580358,0.06349994179496292,0.20221444053492993,0.0003800831619148378,0.0008399277821349619,115.0,2.051373528362469,2764.0,49.3043168034249,1385.0,24.70567249375669
31,SVK,10641,13047758.0,2023,892,18,1,1.440183635429462,0.30229708852896026,0.20768458415244856,1.3388350796716446,-0.0,28.637484855597716,"Včely, živé","Insects: live, bees",0.2076845841524485,84801299.0,40064712.0,SVK,0.4724539891776894,0.12743627097155916,0.22809774971906016,0.15386271382470215,0.3256670857886112,1804.0,32.17980734926864,4374.0,78.02354620049947,4853.0,86.56796289689618
32,SVK,10649,669894.0,2023,892,17,0,1.440183635429462,0.16457429186038175,0.18815424205738301,1.3388350796716446,0.10059397965489685,0.5217347378714422,"Hmyz ostatní, živý","Insects: live, other than bees",0.188154242057383,238977943.0,140836501.0,NLD,0.5893284511198592,0.09515333577317603,0.21578236522932961,0.002803162465918455,0.004756536801492959,1682.0,30.003567606136283,3417.0,60.952550838387445,3099.0,55.280057081698175
33,SVK,10690,1754783.0000000002,2023,892,23,1,1.440183635429462,-0.6940822715893005,0.23471030741832272,1.3388350796716446,-0.0,1.268864464260792,Ostatní živá zvířata j.n.,"Animals: live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects",0.2347103074183227,257400667.0,145304619.0,NLD,0.5645075465169638,0.1217903813014862,0.2860062934794797,0.006817321106631011,0.012076580992927693,951.0,16.963967178023545,5172.0,92.25829468426686,3686.0,65.75098109168748
34,SVK,20110,5821793.0,2023,892,22,0,1.440183635429462,1.1916242829101296,0.2105657575985715,1.3388350796716446,0.37215730959847154,0.41012770958775524,"Maso hovězí,čerstvé,chlazené,v celku,půlené","Meat: of bovine animals, carcasses and half-carcasses, fresh or chilled",0.21056575759857152,2642038435.0,2181846671.0,ESP,0.8258194287018387,0.08879902010132132,0.11449665418872962,0.0022035232049907707,0.0026682869503986332,2840.0,50.66000713521227,4479.0,79.89653942204781,4451.0,79.39707456296826
35,SVK,20120,4528520.0,2023,892,25,0,1.440183635429462,0.6544377812344532,0.21334389397818146,1.3388350796716446,0.19168650742727403,0.14477505781285258,"Maso hovězí ost,čerstvé,chlazené,nevykostěné","Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",0.2133438939781814,5821890427.0,4023541847.0,POL,0.6911057323133643,0.07700722750319007,0.12291983328131759,0.0007778435641794672,0.0011255058782044278,2160.0,38.53014627185159,4593.0,81.93007491972885,4313.0,76.93542632893329
