HS_ID,Skupina,Podskupina,Kategorie,Included,CZ_Nazev,ENG_Nazev,Barva Skupina,Barva Kategorie
902730,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Spektrometry,-grafy ap použív.optické záření","Spectrometers, spectrophotometers, etc using light",#202C3B,#B3BECB
902750,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Přístroje,nástroje ost.použív.optické záření",Instruments nes using optical radiations,#202C3B,#B3BECB
902781,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,Hmotnostní spektrometry,"Analysis instruments: Viscosity, porosity, spectrometers",#202C3B,#B3BECB
902789,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Přístroje a zařízení pro fyzikální nebo<br>chemické rozbory, přístroje a zařízení na<br>měření nebo kontrolu viskozity, pórovi","Analysis instruments: Viscosity, porosity, exposure meters",#202C3B,#B3BECB
902790,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Mikrotomy,části přístrojů pro rozbory,měření","Microtomes, parts of scientific analysis equipment",#202C3B,#B3BECB
902810,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,Plynoměry,Gas supply/production/calibration meters,#202C3B,#B3BECB
902820,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,Měřiče kapalin,"Liquid supply, production and calibrating meters",#202C3B,#B3BECB
902830,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,Elektroměry,"Electricity supply, production and calibrating meters",#202C3B,#B3BECB
902890,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Části plynoměrů,měřičů kapalin,elektroměrů","Parts, accessories for gas, liquid, electricity meter",#202C3B,#B3BECB
903010,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,"Příst.k měření,zjišťování ionizujícího záření",Instruments to measure or detect ionising radiations,#202C3B,#E6F2FF
903020,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,"Osciloskopy,oscilografy","Cathode-ray oscilloscopes, oscillographs",#202C3B,#E6F2FF
903031,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,"Přístroje měřicí (napětí ap) víceúčelové,bez registr.zařízení",Electrical multimeters,#202C3B,#E6F2FF
903032,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,"Přístroje měřicí (napětí ap) víceúčelové,s registr.zařízením","Multimeters: for measuring or checking voltage, current, resistance or power, with a recording device",#202C3B,#E6F2FF
903033,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,"Přístroje měřicí (napětí ap) ost,bez registr.zařízení","Instruments and apparatus: for measuring or checking voltage, current, resistance or power, without a recording device (excluding multimeters)",#202C3B,#E6F2FF
903039,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,"Přístroje měřicí (napětí ap) ost,s registr.zařízením","Ammeters, voltmeters, ohm meters, etc, non-recording",#202C3B,#E6F2FF
903040,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,Přístroje měřicí určené pro sdělovací techniku,"Gain, /distortion and crosstalk meters, etc",#202C3B,#E6F2FF
903082,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,Přístroje pro měření polovodičových destiček,Semiconductor Inspection Tools,#202C3B,#E6F2FF
903084,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,"Přístroje měřicí (el.veličiny,záření) ost,s registr.zařízením","Instruments and apparatus: n.e.c. in heading no. 9030, with a recording device",#202C3B,#E6F2FF
903089,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,"Přístroje měřicí (el.veličiny,záření) ost,bez registr.zařízení",Electrical measurement instruments nes,#202C3B,#E6F2FF
903090,Měřící a diagnostické přístroje; Monitoring,Osciloskopy,Osciloskopy,IN,"Části přístrojů měřicích (el.veličiny,záření)","Parts & accessories, electrical measuring instruments",#202C3B,#E6F2FF
903120,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,Zařízení zkušební,Test benches for measuring or checking equipment,#202C3B,#B3BECB
903141,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,Přístroje pro kontrolu polovodičových zaříze,Optical Tools for Semiconductor & Photomask Inspection,#202C3B,#B3BECB
903149,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,Ostatní přístroje pro měření a kontrolu<br>el.za,Miscellaneous Optical Measurement Tools,#202C3B,#B3BECB
903180,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Přístroje,nástroje měřící,kontrolní ost,jn","Measuring or checking equipment, nes",#202C3B,#B3BECB
903190,Měřící a diagnostické přístroje; Monitoring,"Měřící přístroje, surveying, chemická analýza","Měřící přístroje, surveying, chemická analýza",IN,"Části přístrojů měřících,kontrolních,jn","Parts and access for measuring, checking equipment ne",#202C3B,#B3BECB
903210,Měřící a diagnostické přístroje; Monitoring,Termostaty,Termostaty,IN,Termostaty,Thermostats,#202C3B,#FFBBBB
903220,Měřící a diagnostické přístroje; Monitoring,Termostaty,Termostaty,IN,Manostaty(presostaty),Manostats,#202C3B,#FFBBBB
903281,Měřící a diagnostické přístroje; Monitoring,Termostaty,Termostaty,IN,"Přístr.autom.regulační,kontrolní,hydraul,pneu",Hydraulic and pneumatic automatic controls,#202C3B,#FFBBBB
903289,Měřící a diagnostické přístroje; Monitoring,Termostaty,Termostaty,IN,"Přístroje automatické regulační,kontrolní ost",Automatic regulating/controlling equipment nes,#202C3B,#FFBBBB
903290,Měřící a diagnostické přístroje; Monitoring,Termostaty,Termostaty,IN,"Části přístr.automat.regulačních,kontrolních",Parts and accessories for automatic controls,#202C3B,#FFBBBB
903300,Výroba nízkoemisní elektřiny a paliv,Solární,"Optická zařízení, lasery, teleskopy, dalekohledy, zrcadla",IN,"Části přístr.opt,foto,měřicích ap,lék,chir,jn",Parts/accessories nes for optical/electric instrument,#33D3E9,#5B9EEE
940511,Budovy,Snižování energetické náročnosti budov,Svícení,IN,LED Lustry a ostatní stropní nebo nástěnná<br>svítidla,LED chandeliers and wall/ceiling lights,#FEC04C,#99E9F4
940521,Budovy,Snižování energetické náročnosti budov,Svícení,IN,"Elektrická svítidla k postavení na stůl,<br>na noční stolek nebo na podlahu,<br>konstruovaná výhradně pro použití s LED<br>světel","LED table, desk, and floor lamps",#FEC04C,#99E9F4
940541,Budovy,Snižování energetické náročnosti budov,Svícení,IN,"Fotovoltaické svítidla a osvětlovací zařízení, konstruované<br>výhradně pro použití s LED světelnými<br>zdroji, jinde neuveden",LED photovoltaic light fittings,#FEC04C,#99E9F4
940542,Budovy,Snižování energetické náročnosti budov,Svícení,IN,"Svítidla a osvětlovací zařízení, konstruované výhradně<br>pro použití s LED světelnými zdroji,<br>jinde neuvedené ani nezahrnu",LED-specific light fittings,#FEC04C,#99E9F4
940561,Budovy,Snižování energetické náročnosti budov,Svícení,IN,"Světelné reklamy, světelné znaky, světelné ukazatele<br>a podobné výrobky, konstruované výhradně pro<br>použití s LED světelný",LED illuminated signs and name-plates,#FEC04C,#99E9F4
940610,"Materiálová efektivita, šetrné materiály","Materiálová efektivita, šetrné materiály","Dřevo, papír a textil - obaly, izolace",IN,"Montované stavby, ze dřeva, též nezkompletované","Buildings; prefabricated, of wood",#FF5555,#FFDDDD
271112,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba surovin a materiálů pro nízkouhlíkové technologie,Šetrnější alternativy - chladiva,IN,Propan zkapalněný,"Propane, liquefied",#99E9F4,#A4E6D2
271113,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba surovin a materiálů pro nízkouhlíkové technologie,Šetrnější alternativy - chladiva,IN,Butan zkapalněný,"Butanes, liquefied",#99E9F4,#A4E6D2
281420,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba surovin a materiálů pro nízkouhlíkové technologie,Šetrnější alternativy - chladiva,IN,Amoniak(čpavek)ve vodném roztoku,Ammonia in aqueous solution,#99E9F4,#A4E6D2
880629,Doprava,Ostatní elektrická doprava,Drony,IN,"Bezpilotní letadla, pouze pro dálkově ovládané<br>lety, o maximální vzletové hmotnosti ><br>150 kg (kromě těch pro přepravu<br>ce","Heavy drones (>150kg), RC Only",#5B9EEE,#89BCFF
